t,time,close
1771156800000,2026-02-15 12:00:00,134.47
1771171200000,2026-02-15 16:00:00,133.57
1771185600000,2026-02-15 20:00:00,133.49
1771200000000,2026-02-16 00:00:00,133.75
1771214400000,2026-02-16 04:00:00,133.44
1771228800000,2026-02-16 08:00:00,133.7
1771243200000,2026-02-16 12:00:00,131.14
1771257600000,2026-02-16 16:00:00,132.0
1771272000000,2026-02-16 20:00:00,133.9
1771286400000,2026-02-17 00:00:00,132.39
1771300800000,2026-02-17 04:00:00,132.02
1771315200000,2026-02-17 08:00:00,130.0
1771329600000,2026-02-17 12:00:00,128.64
1771344000000,2026-02-17 16:00:00,129.97
1771358400000,2026-02-17 20:00:00,127.94
1771372800000,2026-02-18 00:00:00,128.87
1771387200000,2026-02-18 04:00:00,129.56
1771401600000,2026-02-18 08:00:00,128.82
1771416000000,2026-02-18 12:00:00,130.73
1771430400000,2026-02-18 16:00:00,124.45
1771444800000,2026-02-18 20:00:00,125.2
1771459200000,2026-02-19 00:00:00,126.37
1771473600000,2026-02-19 04:00:00,126.91
1771488000000,2026-02-19 08:00:00,124.97
1771502400000,2026-02-19 12:00:00,124.8
1771516800000,2026-02-19 16:00:00,127.19
1771531200000,2026-02-19 20:00:00,128.77
1771545600000,2026-02-20 00:00:00,129.78
1771560000000,2026-02-20 04:00:00,130.91
1771574400000,2026-02-20 08:00:00,130.38
1771588800000,2026-02-20 12:00:00,133.89
1771603200000,2026-02-20 16:00:00,130.71
1771617600000,2026-02-20 20:00:00,131.54
1771632000000,2026-02-21 00:00:00,130.83
1771646400000,2026-02-21 04:00:00,131.22
1771660800000,2026-02-21 08:00:00,131.41
1771675200000,2026-02-21 12:00:00,132.65
1771689600000,2026-02-21 16:00:00,132.23
1771704000000,2026-02-21 20:00:00,131.51
1771718400000,2026-02-22 00:00:00,131.49
1771732800000,2026-02-22 04:00:00,131.42
1771747200000,2026-02-22 08:00:00,131.43
1771761600000,2026-02-22 12:00:00,130.72
1771776000000,2026-02-22 16:00:00,130.06
1771790400000,2026-02-22 20:00:00,129.92
1771804800000,2026-02-23 00:00:00,126.29
1771819200000,2026-02-23 04:00:00,127.93
1771833600000,2026-02-23 08:00:00,127.94
1771848000000,2026-02-23 12:00:00,126.73
1771862400000,2026-02-23 16:00:00,125.02
1771876800000,2026-02-23 20:00:00,124.04
1771891200000,2026-02-24 00:00:00,122.51
1771905600000,2026-02-24 04:00:00,122.05
1771920000000,2026-02-24 08:00:00,121.98
1771934400000,2026-02-24 12:00:00,123.31
1771948800000,2026-02-24 16:00:00,124.3
1771963200000,2026-02-24 20:00:00,124.27
1771977600000,2026-02-25 00:00:00,126.77
1771992000000,2026-02-25 04:00:00,126.36
1772006400000,2026-02-25 08:00:00,127.85
1772020800000,2026-02-25 12:00:00,131.82
1772035200000,2026-02-25 16:00:00,136.71
1772049600000,2026-02-25 20:00:00,133.27
1772064000000,2026-02-26 00:00:00,134.4
1772078400000,2026-02-26 04:00:00,133.49
1772092800000,2026-02-26 08:00:00,134.19
1772107200000,2026-02-26 12:00:00,133.65
1772121600000,2026-02-26 16:00:00,132.84
1772136000000,2026-02-26 20:00:00,132.91
1772150400000,2026-02-27 00:00:00,133.77
1772164800000,2026-02-27 04:00:00,134.81
1772179200000,2026-02-27 08:00:00,130.98
1772193600000,2026-02-27 12:00:00,129.89
1772208000000,2026-02-27 16:00:00,128.63
1772222400000,2026-02-27 20:00:00,129.94
1772236800000,2026-02-28 00:00:00,129.72
1772251200000,2026-02-28 04:00:00,126.18
1772265600000,2026-02-28 08:00:00,126.25
1772280000000,2026-02-28 12:00:00,127.32
1772294400000,2026-02-28 16:00:00,129.76
1772308800000,2026-02-28 20:00:00,130.83
1772323200000,2026-03-01 00:00:00,131.91
1772337600000,2026-03-01 04:00:00,131.43
1772352000000,2026-03-01 08:00:00,130.65
1772366400000,2026-03-01 12:00:00,132.35
1772380800000,2026-03-01 16:00:00,130.21
1772395200000,2026-03-01 20:00:00,129.3
1772409600000,2026-03-02 00:00:00,131.73
1772424000000,2026-03-02 04:00:00,128.64
1772438400000,2026-03-02 08:00:00,129.83
1772452800000,2026-03-02 12:00:00,138.59
1772467200000,2026-03-02 16:00:00,137.72
1772481600000,2026-03-02 20:00:00,137.05
1772496000000,2026-03-03 00:00:00,135.94
1772510400000,2026-03-03 04:00:00,135.04
1772524800000,2026-03-03 08:00:00,133.05
1772539200000,2026-03-03 12:00:00,133.25
1772553600000,2026-03-03 16:00:00,134.68
1772568000000,2026-03-03 20:00:00,133.13
1772582400000,2026-03-04 00:00:00,131.68
1772596800000,2026-03-04 04:00:00,135.33
1772611200000,2026-03-04 08:00:00,141.46
1772625600000,2026-03-04 12:00:00,149.07
1772640000000,2026-03-04 16:00:00,147.62
1772654400000,2026-03-04 20:00:00,145.93
1772668800000,2026-03-05 00:00:00,145.8
1772683200000,2026-03-05 04:00:00,145.36
1772697600000,2026-03-05 08:00:00,147.64
1772712000000,2026-03-05 12:00:00,142.02
1772726400000,2026-03-05 16:00:00,139.37
1772740800000,2026-03-05 20:00:00,139.62
1772755200000,2026-03-06 00:00:00,140.57
1772769600000,2026-03-06 04:00:00,141.45
1772784000000,2026-03-06 08:00:00,138.5
1772798400000,2026-03-06 12:00:00,133.96
1772812800000,2026-03-06 16:00:00,133.03
1772827200000,2026-03-06 20:00:00,133.36
1772841600000,2026-03-07 00:00:00,132.63
1772856000000,2026-03-07 04:00:00,132.12
1772870400000,2026-03-07 08:00:00,132.41
1772884800000,2026-03-07 12:00:00,131.92
1772899200000,2026-03-07 16:00:00,131.04
1772913600000,2026-03-07 20:00:00,131.1
1772928000000,2026-03-08 00:00:00,130.75
1772942400000,2026-03-08 04:00:00,131.07
1772956800000,2026-03-08 08:00:00,131.28
1772971200000,2026-03-08 12:00:00,131.04
1772985600000,2026-03-08 16:00:00,131.36
1773000000000,2026-03-08 20:00:00,127.76
1773014400000,2026-03-09 00:00:00,130.77
1773028800000,2026-03-09 04:00:00,131.77
1773043200000,2026-03-09 08:00:00,133.22
1773057600000,2026-03-09 12:00:00,137.57
1773072000000,2026-03-09 16:00:00,138.93
1773086400000,2026-03-09 20:00:00,137.34
1773100800000,2026-03-10 00:00:00,139.75
1773115200000,2026-03-10 04:00:00,141.94
1773129600000,2026-03-10 08:00:00,142.51
1773144000000,2026-03-10 12:00:00,140.9
1773158400000,2026-03-10 16:00:00,138.38
1773172800000,2026-03-10 20:00:00,138.27
1773187200000,2026-03-11 00:00:00,138.67
1773201600000,2026-03-11 04:00:00,138.47
1773216000000,2026-03-11 08:00:00,137.06
1773230400000,2026-03-11 12:00:00,136.38
1773244800000,2026-03-11 16:00:00,138.34
1773259200000,2026-03-11 20:00:00,136.53
1773273600000,2026-03-12 00:00:00,135.98
1773288000000,2026-03-12 04:00:00,137.08
1773302400000,2026-03-12 08:00:00,137.65
1773316800000,2026-03-12 12:00:00,136.74
